dataset,table,target,feature,current_group,semantic_domain,causal_role,statistical_family,method,score,n,levels
mg_az91_inhibitors,Features,IE,CATS3D_03_AP,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.40155241606935616,68,2
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,RDF020i,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.39992775164933997,60,59
mg_az91_inhibitors,Features,IE,Mor12i,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.39855695079302084,68,68
mg_az91_inhibitors,Features,IE,Mor12u,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3979079595896222,68,68
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,X3Av,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.39764388306273296,60,38
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,B02[C-N],intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3975656721779458,60,2
mg_az91_inhibitors,Features,IE,Mor11m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.396991736714236,68,68
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,NssCH2,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3969892530960731,60,6
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,N%,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3956043893323262,60,24
electrochemical_metrics_alloys,Pitting Potential,"Epit, mV (SCE) Avg.","Composition, wt.% Mo",material,material,base_material_condition,composition_component,abs_spearman,0.39538936182093487,729,190
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Eta_beta,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.39526420831637127,60,34
mg_az91_inhibitors,Features,IE,TDB02s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3948729713149053,68,68
mg_az91_inhibitors,Features,IE,AMW,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3948619616023929,68,56
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,TDB03s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3944202086675838,60,60
mg_az91_inhibitors,Features,IE,Mor12e,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3943194199943594,68,68
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor12p,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3942867473702394,60,59
mpea_corrosion,Sheet1,Calculated passive window,V,material,material,base_material_condition,composition_component,abs_spearman,0.3940751275992234,352,18
datacor_aluminum_inhibitors,DataCor_long_efficiency,efficiency_score,No._donors,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3923540470892808,408,7
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,E2m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3922884536737731,60,56
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor08s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.392141608053892,60,60
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,ZM1Kup,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.39203779649154846,60,53
mg_az91_inhibitors,Features,IE,Mor14u,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.39162801529791225,68,68
electrochemical_metrics_alloys,Pitting Temp,"Tpit, oC Avg.","Composition, wt.% C",material,material,base_material_condition,composition_component,abs_spearman,0.3904729770959529,94,20
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,SM08_EA(bo),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.39046997161931357,60,50
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate","iCORR, A/cm2 Avg.",Test Solution,environment,environment,exposure_context,categorical_nominal,eta_squared,0.3899238495312953,45,11
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mi,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3895624132427341,60,37
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,SpMAD_RG,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3891104687252373,60,47
mpea_corrosion,Sheet1,Pitting potential (mV vs SCE),Ti,material,material,base_material_condition,composition_component,abs_spearman,0.38780882617140006,335,55
am_mpea_corrosion,AM_MPEA_corrosion_database_V3,Corrosion current density (µA/cm2),Co,material,material,base_material_condition,composition_component,abs_spearman,0.38719712403491247,61,15
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor12s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3868341358927317,60,60
steel_mortar_corrosion,01_Carbonation,Corrosion Rate of Steel,Fly Ash Proportion,material,material,base_material_condition,composition_component,abs_spearman,0.3868276757039572,180,7
mg_az91_inhibitors,Features,IE,Mor14i,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3867033173427112,68,68
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,X4Av,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.38634769317469325,60,34
electrochemical_metrics_alloys,Repassivation Potential,Ave. Erp VSCE,Nominal comp. (wt%) Gd,material,material,base_material_condition,composition_component,abs_spearman,0.38575070308694104,151,5
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,SM07_EA(bo),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3850836864186639,60,45
electrochemical_metrics_alloys,Repassivation Potential,Ave. Erp VSCE,Nominal comp. (wt%) C,material,material,base_material_condition,percentage_or_fraction,abs_spearman,0.38414624784288226,39,18
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Ui,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3837268623425767,60,10
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,SHED_AP,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.38369005360806535,60,5
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,ChiA_B(s),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3825084277939828,60,37
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,F01[C-N],intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3821333080639813,60,6
mg_az91_inhibitors,Features,IE,TDB01s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3818167953406511,68,68
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,TDB02e,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.380997373906084,60,55
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Eta_betaP,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.37890413798855344,60,14
steel_mortar_corrosion,02_Chloride,Corrosion Rate of Steel,pH value of Pore Solution of mortar,environment,environment,exposure_context,pH_bounded,abs_spearman,0.3783117893116441,95,16
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,E3p,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.37800918668237177,60,45
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,SHED_DP,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3779011137350971,60,5
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,PCD,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3774358723147375,60,43
electrochemical_metrics_alloys,Pitting Temp,"Tpit, oC Max",Test Potential mV(SCE),history,electrochem,downstream_response_measurement,signed_electrochemical_potential,abs_spearman,0.37627347865288346,23,6
mg_az91_inhibitors,Features,IE,H%,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.37588559329036714,68,33
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Eig06_AEA(dm),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.37574235496906666,60,49
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,SpDiam_EA(bo),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3739803522369919,60,49
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,GATS1m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.37377359375908864,60,51
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,SHED_AA,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.37368272425890403,60,18
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,D/Dtr06,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3734467590768832,60,20
mg_az91_inhibitors,Features,IE,Mor14s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3731890299307639,68,68
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,VE1_B(i),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3731328766912465,60,57
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,P_VSA_LogP_4,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3729239200538447,60,30
ni_crevice_repassivation,Research_data_Saenzetal_table1,ER.CREV. VECS,iGS. µA/cm2,electrochem,electrochem,downstream_response_measurement,low_cardinality_numeric,abs_spearman,0.37273298561937745,613,2
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,HOMO / eV,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3723479647182693,60,59
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,nCsp2,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.37179583342611705,60,10
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,SM6_B(i),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3713126485372824,60,55
mg_az91_inhibitors,Features,IE,P_VSA_LogP_2,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3711923884388647,68,19
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,MPC07,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.371116161909894,60,15
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,B04[O-O],intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3705676811213914,60,2
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,SsNH2,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3698146610368938,60,15
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,F02[C-O],intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3693551303359919,60,11
electrochemical_metrics_alloys,Crevice Corrosion Temp,"Tcrev, oC Max","Composition, wt.% Mn",material,material,base_material_condition,percentage_or_fraction,abs_spearman,0.3680237873370266,30,21
mg_az91_inhibitors,Features,IE,P_VSA_LogP_7,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.36794778718342047,68,16
mg_az91_inhibitors,Features,IE,Mv,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3673101224015876,68,56
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,R5p+,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3670619488265275,60,19
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor32m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.36700383539145875,60,58
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,SM08_AEA(bo),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.36624788752290033,60,49
electrochemical_metrics_alloys,Pitting Temp,"Tpit, oC Avg.","Composition, wt.% Cr",material,material,base_material_condition,composition_component,abs_spearman,0.36552461357898,105,59
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,JGI5,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.36551226845830537,60,21
electrochemical_metrics_alloys,Pitting Temp,"Tpit, oC Avg.","Composition, wt.% Mn",material,material,base_material_condition,composition_component,abs_spearman,0.36454287969027377,93,43
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,X1Av,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3644032514957208,60,46
mg_az91_inhibitors,Features,IE,TDB01m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3643131208254595,68,68
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,GATS1v,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3639206238760133,60,51
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor08i,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.36354541542227503,60,55
mg_az91_inhibitors,Features,IE,ATSC1v,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3621410611970403,68,58
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,MAXDN,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.36187300277971685,60,56
mg_az91_inhibitors,Features,IE,Mor28e,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.36085819706619054,68,68
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,TDB01m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3603924076649478,60,52
mg_az91_inhibitors,Features,IE,nH,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3594177961877505,68,15
am_mpea_corrosion,AM_MPEA_corrosion_database_V3,Corrosion current density (µA/cm2),Ni,material,material,base_material_condition,composition_component,abs_spearman,0.35940457141615983,61,15
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,O%,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.35903333761989203,60,33
steel_mortar_corrosion,02_Chloride,Chloride-to-hydroxide concentration ratio,Water to Binder Ratio,material,material,base_material_condition,bounded_0_1,abs_spearman,0.35780733698488976,95,4
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Eig06_AEA(bo),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3578031266622581,60,39
mg_az91_inhibitors,Features,IE,Mor28u,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3573460093772099,68,68
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,ChiA_B(v),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3572363134203828,60,41
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,piPC03,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.35704361277634383,60,37
mg_az91_inhibitors,Features,IE,GATS1m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.35696693558299536,68,58
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,F03[C-O],intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3565951970114762,60,13
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,SpDiam_AEA(dm),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3563636877548255,60,53
electrochemical_metrics_alloys,Pitting Temp,"Tpit, oC Avg.","Composition, wt.% Fe",material,material,base_material_condition,composition_component,abs_spearman,0.3559157027666902,105,84
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,TDB01i,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.355299548353505,60,49
electrochemical_metrics_alloys,Pitting Potential,"Epit, mV (SCE) Min","Composition, wt.% Gd",material,material,base_material_condition,composition_component,abs_spearman,0.3547471772577305,75,5
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,CATS2D_03_DD,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.354180925552007,60,6
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,CATS2D_00_AA,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3541204755210632,60,9
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,SdssC,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3540201677371547,60,45
steel_mortar_corrosion,01_Carbonation,Corrosion Rate of Steel,Water to Binder Ratio,material,material,base_material_condition,bounded_0_1,abs_spearman,0.3540161138839099,180,6
electrochemical_metrics_alloys,Pitting Temp,"Tpit, oC Avg.","Composition, wt.% Cu",material,material,base_material_condition,percentage_or_fraction,abs_spearman,0.3539531475336375,40,14
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,CATS2D_04_NL,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.35381216510421526,60,3
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor19m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.35378629998376404,60,56
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate","iCORR, A/cm2 Avg.","Composition, wt.% B",material,material,base_material_condition,composition_component,abs_spearman,0.353652333843842,50,5
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor02m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3532108829345962,60,60
mg_az91_inhibitors,Features,IE,P_VSA_e_1,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3529363365113386,68,15
mg_az91_inhibitors,Features,IE,P_VSA_m_1,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3529363365113386,68,15
mg_az91_inhibitors,Features,IE,P_VSA_p_1,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3529363365113386,68,15
mg_az91_inhibitors,Features,IE,P_VSA_s_2,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3529363365113386,68,15
mg_az91_inhibitors,Features,IE,P_VSA_v_1,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3529363365113386,68,15
steel_mortar_corrosion,01_Carbonation,Corrosion Potential of Steel vs Cu/CuSO4,pH value of Pore Solution of mortar,environment,environment,exposure_context,pH_bounded,abs_spearman,0.3528311433522563,180,30
electrochemical_metrics_alloys,Crevice Corrosion Temp,"Tcrev, oC Max","Composition, wt.% N",material,material,base_material_condition,percentage_or_fraction,abs_spearman,0.3525444592799264,26,17
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,X0Av,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.35250950116551955,60,46
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Eig08_AEA(ed),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.35198831413730114,60,25
electrochemical_metrics_alloys,Crevice Corrosion Temp,"Tcrev, oC Min","Composition, wt.% N",material,material,base_material_condition,percentage_or_fraction,abs_spearman,0.35192522143166244,25,17
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Eig09_AEA(ed),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3517693610886809,60,26
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,P_VSA_ppp_con,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.35108672940036534,60,27
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,MATS7i,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3508913506671586,60,36
mpea_corrosion,Sheet1,Pitting potential (mV vs SCE),Mo,material,material,base_material_condition,composition_component,abs_spearman,0.3505030844263959,335,36
mg_az91_inhibitors,Features,IE,Mor08i,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.35034072197581917,68,68
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,GGI4,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.35011424615501746,60,31
steel_mortar_corrosion,01_Carbonation,Corrosion Rate of Steel,Free Chloride Concentration of mortar,environment,environment,exposure_context,concentration_like,abs_spearman,0.3496935488974906,180,30
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,RDF050m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3479011400811701,60,53
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Ram,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.34708148399373273,60,8
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,TDB01u,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.34704153959344464,60,41
steel_mortar_corrosion,01_Carbonation,Electrical Resistivity of mortar,Incorporated Chloride Concentration of mortar,environment,environment,exposure_context,electrochemical_or_rate_response,abs_spearman,0.3462350908665311,180,6
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor32s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.34590268828336507,60,60
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,E2s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.345773874896167,60,55
mg_az91_inhibitors,Features,IE,TDB02e,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.34509152841891877,68,68
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,C%,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3449301773897707,60,29
mg_az91_inhibitors,Features,IE,ATSC3m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3447291823489338,68,65
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,piPC05,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3435880757900526,60,32
mg_az91_inhibitors,Features,IE,CATS3D_02_AA,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.34334040983195424,68,8
mg_az91_inhibitors,Features,IE,Mor08e,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.34316364278529343,68,68
mg_az91_inhibitors,Features,IE,CATS3D_02_PN,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3430700088329245,68,2
mg_az91_inhibitors,Features,IE,N-066,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3430700088329245,68,2
mg_az91_inhibitors,Features,IE,nRNH2,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3430700088329245,68,2
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,piPC04,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.34300332643196674,60,37
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor08v,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.34281824111117243,60,60
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Hy,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3424147453329485,60,46
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,HTm,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3422069092392063,60,60
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,SpMAD_EA,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3418346180634106,60,42
am_mpea_corrosion,AM_MPEA_corrosion_database_V3,Pitting potential (mV vs. SCE),Electrolyte concentration (M),environment,environment,exposure_context,concentration_like,abs_spearman,0.3418003919057163,58,3
